playerID,AB,H,AVE
caudibi01,41,5,0.1219512195
caulfja01,94,26,0.2765957447
causere01,210,33,0.1571428571
causewa01,3244,819,0.2524660912
cavanjo01,1,0,0
cavarph01,6754,1977,0.2927154279
caveja01,283,76,0.2685512367
cavenik01,1577,410,0.2599873177
cavetpu01,72,11,0.1527777778
ceccaar01,88,6,0.06818181818
cecchga01,35,8,0.2285714286
cecchga02,83,18,0.2168674699
cecilbr01,7,0,0
cecilda01,100,19,0.19
cecilre01,38,11,0.2894736842
cedajo01,2,0,0
cedenan01,2051,485,0.2364700146
cedence01,7310,2087,0.285499316
cedendo01,1219,306,0.2510254307
cedenro01,3174,865,0.2725267801
cedenro02,2565,629,0.2452241715
cedenxa01,1,0,0
centeju01,326,74,0.226993865
centepe01,31,2,0.06451612903
cepedor01,7927,2351,0.2965813044
cepicma01,185,39,0.2108108108
cerdaja01,2,0,0
cermaed01,4,0,0
ceronri01,4069,998,0.2452691079
cervbo01,2261,624,0.2759840778
cervefr01,2062,562,0.2725509214
cervemi01,13,2,0.1538461538
cespeyo01,3160,865,0.2737341772
cessalu01,1,0,0
ceyro01,7162,1868,0.2608209997
chacigu01,8,1,0.125
chacijh01,331,62,0.1873111782
chacoel01,616,143,0.2321428571
chacosh01,198,30,0.1515151515
chadbch01,1353,345,0.2549889135
chafian01,5,1,0.2
chagnle01,105,17,0.1619047619
chakabo01,96,26,0.2708333333
chalkda01,2910,733,0.2518900344
chalmge01,209,34,0.1626794258
chambad01,88,19,0.2159090909
chambal01,120,25,0.2083333333
chambbi02,10,1,0.1
chambch01,7571,2109,0.2785629375
chambcl01,294,69,0.2346938776
chambel01,1051,213,0.2026641294
chambji01,2,0,0
chambjo01,141,34,0.2411347518
chambjo03,6,0,0
chambro01,1,0,0
chambwe01,1263,322,0.2549485352
champbi01,99,14,0.1414141414
champmi01,598,137,0.22909699
chancbo01,747,195,0.2610441767
chancde01,662,44,0.0664652568
chancfr01,4299,1274,0.2963479879
chanded01,2,0,0
chandsp01,548,110,0.200729927
chaneda01,2113,458,0.2167534311
chanees01,1,0,0
channle01,20,7,0.35
chantch01,19,2,0.1052631579
chapled01,76,14,0.1842105263
chaplti01,119,21,0.1764705882
chapmar01,2,0,0
chapmbe01,6478,1958,0.302253782
chapmca01,272,72,0.2647058824
chapmed01,3,0,0
chapmfr01,2,0,0
chapmfr02,187,36,0.192513369
chapmgl01,93,26,0.2795698925
chapmha01,404,80,0.198019802
chapmja01,504,124,0.246031746
chapmjo01,71,20,0.2816901408
chapmke01,421,94,0.2232779097
chapmma01,837,220,0.2628434886
chapmra01,3785,1053,0.2782034346
chapmsa01,4988,1329,0.2664394547
chapmtr01,1,0,0
chappbi01,56,5,0.08928571429
chappha01,184,45,0.2445652174
chappla01,305,69,0.2262295082
charbjo01,647,172,0.2658423493
chargjt01,1,0,0
charlch01,851,186,0.2185663925
charled01,3482,917,0.263354394
charlfr01,7,3,0.4285714286
charlno01,87,8,0.09195402299
chartmi01,765,186,0.2431372549
chartpe01,10,1,0.1
chaseha01,7417,2158,0.2909532156
chaseke01,419,69,0.1646778043
chathbu01,448,118,0.2633928571
chattji01,15,2,0.1333333333
chatwty01,186,39,0.2096774194
chavaos01,250,52,0.208
chavean02,19,5,0.2631578947
chaveen01,3149,849,0.2696093998
chaveer01,5518,1477,0.2676694455
chaveje01,17,1,0.05882352941
chavene01,1,0,0
chavera01,680,157,0.2308823529
chechch01,198,30,0.1515151515
checoro01,3,1,0.3333333333
cheekha01,4,2,0.5
cheevvi01,141,26,0.1843971631
cheliit01,35,6,0.1714285714
chenbr01,125,19,0.152
chench01,22,2,0.09090909091
chenela01,617,115,0.1863857374
cheneto01,133,18,0.1353383459
chenwe02,98,7,0.07142857143
cherrro01,1,0,0
chervpa01,75,11,0.1466666667
chesbja01,1103,217,0.1967361741
chesnbo01,172,44,0.2558139535
chicoma01,63,10,0.1587301587
chifffl01,12,0,0
childcu01,5622,1721,0.3061188189
childha01,4,1,0.25
childma01,1,0,0
childpe01,692,147,0.2124277457
childro01,12,2,0.1666666667
childsa01,4,0,0
chilepe01,449,132,0.293986637
chileri01,618,157,0.2540453074
chiozlo01,2288,633,0.2766608392
chipmbo01,250,32,0.128
chippwa01,44,6,0.1363636364
chiriro01,1392,324,0.2327586207
chiriyo01,1,0,0
chiselo01,2159,578,0.2677165354
chismto01,3,0,0
chitiha01,1495,356,0.2381270903
chittne01,10,2,0.2
choatra01,5,0,0
choicmi01,272,51,0.1875
choihe01,915,220,0.2404371585
choiji01,317,73,0.2302839117
choji01,1,0,0
choosh01,5414,1496,0.2763206502
chouibo01,8,1,0.125
chouife01,221,54,0.2443438914
chounch01,1,0,0
chozeha01,4,1,0.25
chrisbo01,147,33,0.2244897959
chrisbr01,63,17,0.2698412698
chriscu01,514,162,0.3151750973
chrisja01,10,1,0.1
chrisjo01,1667,434,0.2603479304
chrisjo02,294,66,0.2244897959
chrisju01,143,29,0.2027972028
chrisla01,427,64,0.149882904
chrisll01,414,113,0.2729468599
chrislo01,37,9,0.2432432432
chrisma01,3081,781,0.2534891269
chrismc01,128,32,0.25
chrismi01,9,1,0.1111111111
chrisne01,619,130,0.2100161551
chrisni01,1,0,0
chrisru01,316,50,0.1582278481
chrisry01,998,222,0.2224448898
chrisst01,37,6,0.1621621622
chulkvi01,4,1,0.25
churcbu01,235,53,0.2255319149
churchi01,9,1,0.1111111111
churcle01,1,0,0
churcry01,1894,500,0.2639915523
churnch01,7,1,0.1428571429
churrjo01,18,5,0.2777777778
ciaffla01,5,0,0
cianfar01,1276,308,0.2413793103
ciasda01,18,6,0.3333333333
cicerjo01,81,18,0.2222222222
cicotal01,71,15,0.2112676056
cicoted01,1062,198,0.186440678
cieslte01,220,54,0.2454545455
cihocal01,283,60,0.2120141343
cihoced01,98,14,0.1428571429
cimbead01,4,0,0
ciminpe01,18,5,0.2777777778
cimolgi01,3054,808,0.2645710544
cimorfr01,2,0,0
cingrto01,52,10,0.1923076923
cintral01,2056,565,0.2748054475
ciolalo01,18,3,0.1666666667
ciprifr01,36,9,0.25
ciriape01,612,164,0.2679738562
cirilje01,5396,1598,0.2961452928
cisarge01,29,6,0.2068965517
ciscoga01,164,21,0.1280487805
cishest01,7,1,0.1428571429
cisnejo01,1,0,0
cissebi01,3707,990,0.2670623145
citarra01,5,1,0.2
ciuffni01,37,7,0.1891891892
clabamo01,14,1,0.07142857143
clackbo01,312,48,0.1538461538
clairda01,7,1,0.1428571429
clancal01,5,0,0
clancbi01,227,52,0.2290748899
clancbu01,1796,504,0.280623608
clancji01,61,9,0.1475409836
clantuk01,1,0,0
clapich01,105,28,0.2666666667
clappaa01,146,39,0.2671232877
clappjo01,2523,713,0.2826000793
clappst01,25,5,0.2
clarede01,7,1,0.1428571429
claredo01,4,1,0.25
clarkal01,1021,267,0.2615083252
clarkar01,569,122,0.2144112478
clarkbi01,25,2,0.08
clarkbo01,1011,233,0.2304648863
clarkbo02,3346,858,0.2564255828
clarkbo03,13,2,0.1538461538
clarkbo04,967,231,0.2388831437
clarkbr02,2015,559,0.2774193548
clarkbu01,25,5,0.2
clarkca01,74,19,0.2567567568
clarkco01,38,4,0.1052631579
clarkda01,360,78,0.2166666667
clarkda02,273,44,0.1611721612
clarkda03,43,8,0.1860465116
clarkda04,582,161,0.2766323024
clarkda05,1964,518,0.2637474542
clarkdo01,11,1,0.09090909091
clarkea01,826,240,0.2905569007
clarked01,2,0,0
clarkfr01,8584,2678,0.3119757689
clarkge01,4,2,0.5
clarkgi01,4,2,0.5
clarkgl01,4,0,0
clarkgr01,169,44,0.2603550296
clarkha01,3,0,0
clarkhe01,29,8,0.275862069
clarkho01,4813,1230,0.2555578641
clarkho02,302,79,0.261589404
clarkja01,6847,1826,0.2666861399
clarkje01,1609,414,0.2573026725
clarkje02,78,12,0.1538461538
clarkji01,19,3,0.1578947368
clarkji02,12,3,0.25
clarkji03,18,3,0.1666666667
clarkjo01,1974,432,0.2188449848
clarkjo02,809,193,0.238566131
clarkle01,1,0,0
clarkma01,242,14,0.05785123967
clarkma02,27,5,0.1851851852
clarkme01,656,182,0.2774390244
clarkmi01,11,0,0
clarkni01,1536,390,0.25390625
clarkot01,24,5,0.2083333333
clarkpe01,65,20,0.3076923077
clarkph01,1,0,0
clarkph02,543,150,0.2762430939
clarkri01,126,13,0.1031746032
clarkro01,80,12,0.15
clarkro02,530,100,0.1886792453
clarkru01,1,0,0
clarksp01,405,106,0.2617283951
clarkst01,187,51,0.2727272727
clarksu01,110,25,0.2272727273
clarkte01,3,2,0.6666666667
clarkto01,1708,453,0.2652224824
clarkto02,4532,1188,0.2621359223
clarkwa01,132,20,0.1515151515
clarkwa02,598,117,0.1956521739
clarkwe01,6,1,0.1666666667
clarkwi01,1280,366,0.2859375
clarkwi02,7173,2176,0.3033598216
clarkwi03,16,3,0.1875
claryel01,650,171,0.2630769231
claryma01,60,5,0.08333333333
clasego01,2,1,0.5
clausal01,4,0,0
clausbr01,99,10,0.101010101
clausfr01,136,20,0.1470588235
claybi01,8,2,0.25
clayda01,1540,397,0.2577922078
clayda02,2,0,0
claytro01,7379,1904,0.2580295433
clemebi01,10,2,0.2
clemebo01,13,3,0.2307692308
clemech01,40,8,0.2
clemecl01,64,7,0.109375
clemedo01,920,211,0.2293478261
clemeed01,1,0,0
clemeed02,257,64,0.2490272374
clemeja01,4295,1231,0.2866123399
clemeje01,385,84,0.2181818182
clemema01,348,33,0.09482758621
clemepa01,17,1,0.05882352941
clemepa02,21,0,0
clemero01,9454,3000,0.3173259996
clemero02,179,31,0.1731843575
clemewa01,379,96,0.253298153
clemola01,8,2,0.25
clemove01,1271,364,0.2863886703
clenddo01,4648,1273,0.2738812392
cletoma01,3,0,0
cleveel01,298,76,0.255033557
clevere01,232,49,0.2112068966
clevest01,484,110,0.2272727273
clevete01,127,20,0.157480315
clevimi01,8,0,0
clevlbr01,77,18,0.2337662338
clibust01,56,10,0.1785714286
cliftfl01,195,39,0.2
cliftha01,5730,1558,0.2719022688
clinege01,2328,645,0.2770618557
clinemo01,940,245,0.2606382979
clinety01,1834,437,0.2382769902
clingbi01,2854,700,0.2452697968
clintji01,1719,438,0.2547993019
clintlo01,2153,532,0.2470970739
clippty01,15,3,0.2
clonito01,621,119,0.191626409
clontbr01,10,0,0
clossjd01,447,107,0.2393736018
clostal01,7,0,0
cloudke01,7,0,0
clouged01,19,2,0.1052631579
cloydty01,32,3,0.09375
clybuda01,109,23,0.2110091743
clydeto01,2,0,0
clymebi01,11,0,0
clymeot01,1330,355,0.2669172932
coachpe01,45,14,0.3111111111
coaklan01,359,42,0.1169916435
coangi01,2877,731,0.2540841154
coateji01,160,21,0.13125
coatsbu01,57,11,0.1929824561
coatsja01,50,10,0.2
cobbal01,23,2,0.08695652174
cobbge01,172,36,0.2093023256
cobbty01,11435,4189,0.3663314386
cobleda01,25,7,0.28
cochrda01,514,121,0.2354085603
cochrge01,60,7,0.1166666667
cochrmi01,5169,1652,0.3195976011
cockmji01,38,4,0.1052631579
cockral01,8,2,0.25
cocrege01,14,1,0.07142857143
coffeja01,368,69,0.1875
coffeto01,7,0,0
coffiiv01,60,13,0.2166666667
coffmdi01,400,51,0.1275
coffmke01,37,7,0.1891891892
coffmsl01,73,12,0.1643835616
cogandi01,34,6,0.1764705882
coggida01,48,2,0.04166666667
coggifr01,247,53,0.2145748988
coggiri01,1083,287,0.2650046168
coghlch01,2580,666,0.2581395349
cogswed01,496,146,0.2943548387
cohenal01,67,13,0.1940298507
cohenan01,886,249,0.2810383747
cohenhy01,3,0,0
cohensy01,33,5,0.1515151515
cokeph01,3,0,0
cokerji01,592,137,0.2314189189
colabch01,727,187,0.257221458
colanmi01,116,27,0.2327586207
colavro01,6503,1730,0.2660310626
colbecr01,163,35,0.2147239264
colbemi01,224,58,0.2589285714
colbena01,3422,833,0.2434248977
colbevi01,51,8,0.1568627451
colboji01,55,4,0.07272727273
colbrgr01,2769,801,0.2892741062
colcoto01,138,31,0.2246376812
coleaj01,26,3,0.1153846154
coleal01,1760,493,0.2801136364
colebe01,205,49,0.2390243902
coleda01,61,14,0.2295081967
coledi01,1215,303,0.249382716
coleed01,22,3,0.1363636364
colege01,244,41,0.1680327869
coleki01,249,43,0.1726907631
colembo01,228,55,0.2412280702
colemca01,48,7,0.1458333333
colemch01,462,91,0.196969697
colemcu01,37,9,0.2432432432
colemda01,12,0,0
colemdu01,71,15,0.2112676056
colemed01,1337,381,0.2849663426
colemgo01,2384,650,0.2726510067
colemje01,2119,558,0.2633317603
colemjo01,2508,645,0.2571770335
colemjo03,5,1,0.2
colemjo04,363,66,0.1818181818
colemjo05,462,49,0.1060606061
colemlo01,1,0,0
colemmi01,67,13,0.1940298507
colempe01,34,7,0.2058823529
colemra01,1729,446,0.2579525737
colemri01,69,5,0.07246376812
colemvi01,5406,1425,0.2635960044
colesca01,194,49,0.2525773196
colesch01,11,2,0.1818181818
colesda01,2891,709,0.2452438603
colest01,7,1,0.1428571429
coletch01,30,9,0.3
colevi01,4,0,0
colewi01,245,53,0.2163265306
colgaed01,161,25,0.1552795031
colinal01,5,1,0.2
collaal01,55,7,0.1272727273
collaha01,45,10,0.2222222222
collibi01,14,2,0.1428571429
collibi02,773,173,0.2238033635
collich01,362,71,0.1961325967
collida01,40,5,0.125
collida02,4907,1335,0.272060322
collido01,11,0,0
collied01,9949,3315,0.3331993165
collied02,274,66,0.2408759124
colliha01,76,23,0.3026315789
collihu01,2779,790,0.284274919
colliji01,6795,1999,0.2941869021
collijo01,2329,596,0.2559038214
collike01,388,81,0.2087628866
collilo01,713,172,0.2412342216
collior01,24,6,0.25
collior02,3,0,0
collipa01,1204,306,0.2541528239
colliph01,482,93,0.1929460581
collira01,419,69,0.1646778043
colliri01,582,96,0.1649484536
colliri02,3784,1121,0.2962473573
colliri03,123,26,0.2113821138
collish01,6390,1687,0.2640062598
colliti01,1,0,0
collity01,502,118,0.235059761
colliwi01,38,10,0.2631578947
collizi01,916,232,0.2532751092
collmjo01,154,19,0.1233766234
colluja01,118,29,0.2457627119
collvbi01,4,0,0
colmafr01,571,130,0.2276707531
colomal01,2,0,0
colomje01,2,0,0
colonba01,299,25,0.08361204013
colonch01,349,88,0.2521489971
coloncr01,36,6,0.1666666667
colonro01,8,0,0
colucbo01,1095,241,0.2200913242
colvity01,1215,290,0.2386831276
combsea01,5746,1866,0.3247476505
combsme01,361,73,0.2022160665
combspa01,95,14,0.1473684211
comeljo01,3,0,0
comerst01,1,0,0
comerwa01,687,157,0.2285298399
comisch01,5796,1529,0.2638026225
commaji01,23,4,0.1739130435
comorad01,2787,795,0.2852529602
comptja01,6,2,0.3333333333
comptmi01,110,18,0.1636363636
comptpe01,773,186,0.2406209573
comstke01,2,0,0
comstra01,66,10,0.1515151515
conatcl01,376,102,0.2712765957
conceda01,8723,2326,0.2666513814
conceon01,1041,249,0.2391930836
condera01,16,0,0
condrcl01,25,3,0.12
coneda01,412,64,0.1553398058
conefr01,77,20,0.2597402597
confomi01,1394,350,0.2510760402
congabu01,1172,342,0.2918088737
congedi01,19,1,0.05263157895
congeha01,1013,224,0.2211253702
conigbi01,1130,289,0.2557522124
conigto01,3221,849,0.2635827383
coninje01,6957,1982,0.2848929136
conkwal01,5,1,0.2
conlajo01,365,96,0.2630136986
conlead01,83,12,0.1445783133
conlebo01,1,0,0
conleed01,28,4,0.1428571429
conlege01,548,105,0.1916058394
conlesn01,63,11,0.1746031746
conlojo01,147,32,0.2176870748
conlopj01,3,1,0.3333333333
connabr01,109,28,0.2568807339
connafr01,530,150,0.2830188679
connafr02,122,27,0.2213114754
connasa01,301,70,0.2325581395
connbe01,30,8,0.2666666667
connebi01,19,4,0.2105263158
connege01,12,3,0.25
connejo01,1,0,0
connepe01,45,9,0.2
connete01,4,0,0
conneto01,6,1,0.1666666667
connobi01,2,1,0.5
connobu01,107,28,0.261682243
connoch01,202,48,0.2376237624
connoed01,371,66,0.1778975741
connoed02,29,5,0.1724137931
connoje01,3,0,0
connoji01,1058,247,0.2334593573
connojo01,22,2,0.09090909091
connojo02,42,4,0.09523809524
connojo03,271,54,0.1992619926
connojo04,1241,358,0.2884770346
connojo05,168,45,0.2678571429
connome01,165,46,0.2787878788
connone01,33,7,0.2121212121
connore01,7,0,0
connoro01,7797,2467,0.316403745
connoto01,141,26,0.1843971631
conrabr01,460,92,0.2
conrobe01,404,69,0.1707920792
conrobi01,60,8,0.1333333333
conrobi02,452,90,0.1991150442
conroti01,44,4,0.09090909091
conrowi01,5061,1257,0.2483698874
consobi01,1178,260,0.220713073
constji01,17,4,0.2352941176
constjo01,220,60,0.2727272727
consusa01,218,37,0.1697247706
contija01,420,100,0.2380952381
contrca01,1,0,0
contrjo01,29,0,0
contrwi01,1103,293,0.2656391659
conwabi01,18,2,0.1111111111
conwach01,3,1,0.3333333333
conwadi01,204,47,0.2303921569
conwaja01,359,80,0.2228412256
conwaji01,202,37,0.1831683168
conwaow01,15,1,0.06666666667
conwape01,599,134,0.223706177
conwari01,24,4,0.1666666667
conweed01,1,0,0
conyehe01,9,3,0.3333333333
conzejo01,42,4,0.09523809524
coogada01,77,17,0.2207792208
coogada02,129,31,0.2403100775
cookaa01,382,58,0.1518324607
cookcl01,398,80,0.2010050251
cookde01,110,29,0.2636363636
cookdo01,1028,282,0.2743190661
cookedu01,1745,489,0.2802292264
cookefr01,17,5,0.2941176471
cookest01,171,24,0.1403508772
cookji01,26,4,0.1538461538
cookpa01,1364,304,0.2228739003
cookro01,4,1,0.25
cookro02,25,6,0.24
cooksbr01,40,6,0.15
coolbmi01,82,15,0.1829268293
coolbsc01,432,93,0.2152777778
cooledu01,5368,1579,0.2941505216
coombbo01,7,2,0.2857142857
coombce01,23,4,0.1739130435
coombda01,100,14,0.14
coombja01,1110,261,0.2351351351
coomero01,3019,827,0.2739317655
coonebi01,22,6,0.2727272727
coonebo01,35,5,0.1428571429
cooneji01,1302,315,0.2419354839
cooneji02,1575,413,0.2622222222
coonejo01,3372,965,0.2861803084
cooneph01,3,0,0
cooneti01,10,3,0.3
coonwi01,232,52,0.224137931
coopebr01,9,1,0.1111111111
coopece01,7349,2192,0.2982718737
coopecl01,1089,283,0.2598714417
coopeda01,211,57,0.2701421801
coopega01,2,0,0
coopega02,16,4,0.25
coopega03,76,21,0.2763157895
coopegu01,8,0,0
coopemo01,654,127,0.1941896024
coopepa01,16,4,0.25
coopesc01,1801,478,0.2654081066
coopewa01,4702,1341,0.2851977882
coopewi01,1227,293,0.238793806
copelsc01,1,0,0
coppiro01,8,1,0.125
coppohe01,17,2,0.1176470588
coquitr01,108,25,0.2314814815
coraal01,3408,828,0.2429577465
corajo01,3734,1035,0.277182646
corbege01,108,13,0.1203703704
corbejo01,230,54,0.2347826087
corbiar01,1,0,0
corbicl01,630,153,0.2428571429
corbipa01,292,49,0.1678082192
corbira01,83,11,0.1325301205
corcida01,4,1,0.25
corcoar01,4,0,0
corcoja01,185,39,0.2108108108
corcojo01,20,3,0.15
corcola01,1289,287,0.2226532196
corcomi01,3,0,0
corcomi02,46,10,0.2173913043
corcoro01,3,0,0
corcoti01,1050,283,0.2695238095
corcoti02,4,0,0
corcoto01,8824,2259,0.2560063463
cordech01,5,0,0
cordefr01,3,0,0
cordefr02,231,54,0.2337662338
cordery01,37,4,0.1081081081
cordewi01,4311,1178,0.2732544653
cordoal01,202,42,0.2079207921
cordofr01,231,28,0.1212121212
cordoma01,3419,938,0.2743492249
coreyed01,1,0,0
coreyfr01,1738,427,0.2456846951
coreyma01,57,12,0.2105263158
coreyma02,3,0,0
corgach01,104,23,0.2211538462
corharo01,426,90,0.2112676056
corkhpo01,4404,1120,0.2543142598
corkimi01,119,24,0.2016806723
cormila01,47,5,0.1063829787
cormirh01,192,36,0.1875
corneje01,4,0,0
cornena01,4,0,0
cornere01,62,8,0.1290322581
cornute01,1,0,0
corpama01,10,0,0
corpoca01,701,153,0.2182596291
corrapa01,767,166,0.2164276402
correca01,1788,495,0.2768456376
correke01,300,36,0.12
correro01,166,43,0.2590361446
correvi01,1132,259,0.2287985866
corrifr01,445,80,0.1797752809
corriph01,7,1,0.1428571429
corrire01,640,131,0.2046875
corsiji01,2,0,0
cortaje01,1,0,0
corteda01,2,0,0
cortefe01,27,5,0.1851851852
corwial01,79,12,0.1518987342
cosarja01,58,7,0.1206896552
coscajo01,651,157,0.2411674347
coscape01,2992,728,0.243315508
coseyra01,9,1,0.1111111111
cosgrmi01,56,5,0.08928571429
cosmaji01,11,1,0.09090909091
costami01,18,1,0.05555555556
costash01,421,107,0.2541567696
costech01,806,219,0.2717121588
costeda01,350,85,0.2428571429
costejo01,12,0,0
costoti01,134,30,0.223880597
cotahu01,519,121,0.2331406551
cotehe01,64,19,0.296875
cotepe01,1,0,0
cotteda01,4,0,0
cottedi01,100,28,0.28
cotteed01,26,8,0.3076923077
cotteho01,311,82,0.2636655949
cotteto01,12,3,0.25
cottich01,1584,348,0.2196969697
cottohe01,2178,569,0.2612488522
cottojh01,2,0,0
cottren01,12,1,0.08333333333
cottsne01,2,1,0.5
couchjo01,222,37,0.1666666667
couchmi01,2,1,0.5
coughbi01,3854,972,0.2522055008
coughde01,37,11,0.2972972973
coughed01,4,1,0.25
coughma01,54,10,0.1851851852
coughro01,62,13,0.2096774194
couloda01,1,0,0
coulsbo01,692,163,0.2355491329
coultch01,19,6,0.3157894737
coumbfr01,252,52,0.2063492063
counscr01,4741,1208,0.2547985657
courtcl01,2796,750,0.2682403433
courter01,1921,471,0.2451847996
courtha01,163,41,0.2515337423
couside01,4,2,0.5
cousisc01,179,32,0.1787709497
covelha01,418,79,0.1889952153
covelst01,1058,168,0.1587901701
covenja01,14,2,0.1428571429
coveydy01,2,0,0
covinch01,6,0,0
covinsa01,129,23,0.1782945736
covinte01,47,8,0.170212766
covinwe01,2978,832,0.2793821357
cowanbi01,1190,281,0.2361344538
cowarka01,345,61,0.1768115942
cowenal01,5534,1494,0.2699674738
cowgico01,689,161,0.2336719884
cowlejo01,18,4,0.2222222222
coxbi01,25,2,0.08
coxbi02,3712,974,0.2623922414
coxbo01,628,141,0.224522293
coxca01,151,15,0.09933774834
coxda01,359,39,0.1086350975
coxda02,25,6,0.24
coxdi01,832,261,0.3137019231
coxfr01,102,13,0.1274509804
coxge01,26,2,0.07692307692
coxgl01,10,0,0
coxje01,169,36,0.2130177515
coxji01,307,66,0.2149837134
coxla01,825,182,0.2206060606
coxle01,2,1,0.5
coxre01,1,0,0
coxst01,1239,324,0.2615012107
coxte02,771,189,0.2451361868
coylebi01,4,0,0
coyneto01,2,0,0
cozarch01,2,0,0
cozarza01,2991,752,0.2514209295
cozendy01,38,6,0.1578947368
crabbca01,34,6,0.1764705882
crabbro01,19,0,0
crablge01,2,0,0
crabtes01,1408,396,0.28125
crabtti01,1,0,0
craddwa01,9,0,0
cradlri01,7,1,0.1428571429
craftha01,2104,533,0.2533269962
craftmo01,26,3,0.1153846154
craghho01,3,0,0
craigal01,1831,506,0.2763517204
craigge01,1,0,0
craigpe01,3,2,0.6666666667
craigro01,448,38,0.08482142857
craigro02,367,94,0.2561307902
crainje01,1,0,0
cramebi01,1,0,0
cramedi01,6,0,0
cramedo01,9140,2705,0.29595186
cramje01,6,1,0.1666666667
crandde01,5026,1276,0.2538798249
cranddo01,887,253,0.2852311161
craneed01,1409,335,0.2377572747
cranefr01,85,18,0.2117647059
cranesa01,1359,276,0.2030905077
cranesa02,495,103,0.2080808081
cravaga01,3951,1134,0.2870159453
cravebi01,1567,455,0.2903637524
cravyty01,12,1,0.08333333333
crawfbr01,3730,941,0.2522788204
crawfca01,1,0,0
crawfca02,6655,1931,0.2901577761
crawffo01,167,35,0.2095808383
crawfge01,17,2,0.1176470588
crawfgl01,306,89,0.2908496732
crawfja01,11,2,0.1818181818
crawfji01,30,8,0.2666666667
crawfjo01,11,0,0
crawfjp01,187,40,0.2139037433
crawfke01,82,20,0.243902439
crawfpa01,651,182,0.2795698925
crawfsa01,9570,2961,0.3094043887
crawfwi01,3435,921,0.2681222707
creamge01,1862,400,0.2148227712
credejo01,3101,787,0.2537891003
creebi01,2603,761,0.292354975
creedco01,4,1,0.25
creedpa01,8,0,0
creegma01,33,5,0.1515151515
creekdo01,5,1,0.2
creelgu01,15,0,0
creelja01,26,2,0.07692307692
cregape01,21,2,0.09523809524
cregebe01,16,3,0.1875
crespce01,261,50,0.1915708812
crespcr01,911,240,0.2634467618
crespfe01,445,109,0.2449438202
cresswa01,8,4,0.5
crewsti01,22,3,0.1363636364
crideje01,33,6,0.1818181818
crigelo01,3202,709,0.2214241099
crimch01,2,0,0
crimija01,26,6,0.2307692308
cripeda01,13,2,0.1538461538
criscda01,9,3,0.3333333333
criscto01,367,91,0.2479564033
crishpa01,172,50,0.2906976744
crispco01,5930,1572,0.2650927487
crispjo01,2,1,0.5
crissdo01,304,84,0.2763157895
cristbi01,20,7,0.35
cristch01,11,0,0
cristle01,13,1,0.07692307692
critcmo01,19,3,0.1578947368
critzhu01,5930,1591,0.268296796
crockcl01,1,1,1
crockda01,102,29,0.2843137255
croftar01,517,101,0.1953578337
croftha01,21,5,0.2380952381
crolifr01,238,58,0.243697479
cromawa01,3927,1104,0.2811306341
cromedt01,104,32,0.3076923077
crometr01,524,118,0.2251908397
cromphe01,102,20,0.1960784314
crompne01,65,10,0.1538461538
cronch01,25,2,0.08
croncj01,1867,485,0.2597750402
cronera01,156,18,0.1153846154
cronibi01,296,68,0.2297297297
cronida01,9,1,0.1111111111
cronija01,367,66,0.1798365123
croniji01,56,13,0.2321428571
cronijo01,7579,2285,0.3014909619
crookja01,2783,671,0.2411067194
crookto01,28,6,0.2142857143
crosbbo01,2559,605,0.2364204767
crosbbu01,250,54,0.216
crosbed01,677,149,0.2200886263
crosbge01,13,4,0.3076923077
crosbke01,2,1,0.5
crosefr01,6277,1541,0.2454994424
crossam01,441,118,0.2675736961
crosscl01,164,37,0.2256097561
crossfr01,5,3,0.6
crossfr02,116,17,0.1465517241
crossje01,142,23,0.161971831
crossjo01,1,0,0
crossla01,9084,2651,0.2918317922
crossle01,32,8,0.25
crossmo01,5828,1365,0.2342141386
crothdo01,66,10,0.1515151515
crottjo01,308,56,0.1818181818
croucbi01,3,0,0
croucbi02,41,3,0.07317073171
croucfr01,935,235,0.2513368984
croucja01,72,9,0.125
crousbu01,1306,342,0.2618683002
crousri01,4,2,0.5
crowdal01,847,164,0.1936245573
crowdo01,4,0,0
crowebi01,217,27,0.1244239631
croweca01,34,5,0.1470588235
crowege01,1727,467,0.2704111175
croweji01,2,0,0
crowetr01,818,196,0.239608802
crowlbi01,2057,540,0.2625182304
crowled01,1,0,0
crowljo01,168,41,0.244047619
crowlte01,1518,379,0.2496706192
crowswo01,1,0,0
crozier01,33,5,0.1515151515
crudami01,2,0,0
cruiswa01,2321,644,0.2774666092
crumca01,1,0,0
crumlge01,12,1,0.08333333333
crumpbu01,4,0,0
crumpro01,11,3,0.2727272727
crutcdi01,67,11,0.1641791045
cruthpr01,27,6,0.2222222222
cruzde01,4124,1109,0.268913676
cruzen01,72,6,0.08333333333
cruzfa01,89,17,0.191011236
cruzhe01,1607,361,0.2246421904
cruzhe02,280,64,0.2285714286
cruziv01,55,15,0.2727272727
cruzja01,729,176,0.2414266118
cruzjo01,7917,2251,0.2843248705
cruzjo02,4724,1167,0.2470364098
cruzju01,3859,916,0.2373671936
cruzju02,70,8,0.1142857143
cruzlu01,610,143,0.2344262295
cruzne01,33,3,0.09090909091
cruzne02,5758,1580,0.2744008336
cruzrh01,1,0,0
cruzto01,2,0,0
cruzto02,1526,336,0.2201834862
cruzto03,621,134,0.2157809984
cruzvi01,4,0,0
cubbami01,1951,503,0.2578165044
